Ensembl Gene ID,Human Ensembl Gene ID,Homology Type,"Orthology confidence [0 low, 1 high]",% Identity with respect to query gene,% Identity with respect to Human gene
ENSDARG00000098933,ENSG00000242065,ortholog_many2many,0,70,72
ENSDARG00000098933,ENSG00000242657,ortholog_many2many,0,72,69
ENSDARG00000098933,ENSG00000265327,ortholog_many2many,0,70,69
ENSDARG00000098933,ENSG00000244326,ortholog_many2many,0,71,70
ENSDARG00000098933,ENSG00000243398,ortholog_many2many,0,63,71
ENSDARG00000098933,ENSG00000266467,ortholog_many2many,0,75,74
ENSDARG00000098933,ENSG00000242560,ortholog_many2many,0,72,72
ENSDARG00000098933,ENSG00000276782,ortholog_many2many,0,62,65
ENSDARG00000098933,ENSG00000242565,ortholog_many2many,0,67,67
ENSDARG00000098933,ENSG00000240502,ortholog_many2many,0,68,70
ENSDARG00000098933,ENSG00000244197,ortholog_many2many,0,67,64
ENSDARG00000098933,ENSG00000264293,ortholog_many2many,0,68,69
ENSDARG00000098933,ENSG00000263426,ortholog_many2many,0,70,70
ENSDARG00000098933,ENSG00000265885,ortholog_many2many,0,73,72
ENSDARG00000093326,,,,,
ENSDARG00000035127,,,,,
ENSDARG00000103551,,,,,
ENSDARG00000098875,ENSG00000263529,ortholog_many2many,0,75,74
ENSDARG00000098875,ENSG00000276359,ortholog_many2many,0,68,71
ENSDARG00000098875,ENSG00000242065,ortholog_many2many,0,70,72
ENSDARG00000098875,ENSG00000242657,ortholog_many2many,0,71,69
ENSDARG00000098875,ENSG00000265327,ortholog_many2many,0,71,71
ENSDARG00000098875,ENSG00000244326,ortholog_many2many,0,72,72
ENSDARG00000098875,ENSG00000243398,ortholog_many2many,0,64,71
ENSDARG00000098875,ENSG00000266467,ortholog_many2many,0,75,75
ENSDARG00000098875,ENSG00000242560,ortholog_many2many,0,74,74
ENSDARG00000098875,ENSG00000276782,ortholog_many2many,0,63,65
ENSDARG00000098875,ENSG00000242565,ortholog_many2many,0,69,69
ENSDARG00000098875,ENSG00000240502,ortholog_many2many,0,68,71
ENSDARG00000098875,ENSG00000244197,ortholog_many2many,0,68,65
ENSDARG00000098875,ENSG00000264293,ortholog_many2many,0,71,72
ENSDARG00000098875,ENSG00000263426,ortholog_many2many,0,71,70
ENSDARG00000098875,ENSG00000265885,ortholog_many2many,0,73,72
ENSDARG00000052978,ENSG00000152601,ortholog_one2one,1,75,82
ENSDARG00000102272,ENSG00000167549,ortholog_one2one,1,71,72
ENSDARG00000085015,,,,,
ENSDARG00000086985,,,,,
ENSDARG00000100893,ENSG00000263529,ortholog_many2many,0,74,73
ENSDARG00000100893,ENSG00000276359,ortholog_many2many,0,66,69
ENSDARG00000100893,ENSG00000242065,ortholog_many2many,0,69,71
ENSDARG00000100893,ENSG00000242657,ortholog_many2many,0,71,68
ENSDARG00000100893,ENSG00000265327,ortholog_many2many,0,70,69
ENSDARG00000100893,ENSG00000244326,ortholog_many2many,0,71,70
ENSDARG00000100893,ENSG00000243398,ortholog_many2many,0,63,70
ENSDARG00000100893,ENSG00000266467,ortholog_many2many,0,74,74
ENSDARG00000100893,ENSG00000242560,ortholog_many2many,0,72,72
ENSDARG00000100893,ENSG00000276782,ortholog_many2many,0,62,65
ENSDARG00000100893,ENSG00000242565,ortholog_many2many,0,67,67
ENSDARG00000100893,ENSG00000240502,ortholog_many2many,0,68,70
ENSDARG00000100893,ENSG00000244197,ortholog_many2many,0,67,65
ENSDARG00000100893,ENSG00000264293,ortholog_many2many,0,69,70
ENSDARG00000100893,ENSG00000263426,ortholog_many2many,0,70,70
ENSDARG00000100893,ENSG00000265885,ortholog_many2many,0,72,71
ENSDARG00000009585,ENSG00000218823,ortholog_one2many,1,61,70
ENSDARG00000009585,ENSG00000090060,ortholog_one2many,1,71,69
ENSDARG00000045808,ENSG00000140522,ortholog_one2many,1,70,68
ENSDARG00000052558,ENSG00000102312,ortholog_one2many,1,69,66
ENSDARG00000094935,,,,,
ENSDARG00000080044,,,,,
ENSDARG00000093167,,,,,
ENSDARG00000096734,,,,,
ENSDARG00000103068,ENSG00000263529,ortholog_many2many,0,74,73
ENSDARG00000103068,ENSG00000276359,ortholog_many2many,0,68,71
ENSDARG00000103068,ENSG00000242065,ortholog_many2many,0,71,73
ENSDARG00000103068,ENSG00000242657,ortholog_many2many,0,72,69
ENSDARG00000103068,ENSG00000265327,ortholog_many2many,0,70,69
ENSDARG00000103068,ENSG00000244326,ortholog_many2many,0,72,71
ENSDARG00000103068,ENSG00000243398,ortholog_many2many,0,64,71
ENSDARG00000103068,ENSG00000266467,ortholog_many2many,0,75,74
ENSDARG00000103068,ENSG00000242560,ortholog_many2many,0,73,73
ENSDARG00000103068,ENSG00000276782,ortholog_many2many,0,63,66
ENSDARG00000103068,ENSG00000242565,ortholog_many2many,0,68,68
ENSDARG00000103068,ENSG00000240502,ortholog_many2many,0,69,71
ENSDARG00000103068,ENSG00000244197,ortholog_many2many,0,67,64
ENSDARG00000103068,ENSG00000264293,ortholog_many2many,0,68,69
ENSDARG00000103068,ENSG00000263426,ortholog_many2many,0,71,71
ENSDARG00000103068,ENSG00000265885,ortholog_many2many,0,73,72
ENSDARG00000039966,ENSG00000007062,ortholog_one2many,0,41,41
ENSDARG00000100574,ENSG00000263529,ortholog_many2many,0,76,75
ENSDARG00000100574,ENSG00000276359,ortholog_many2many,0,67,70
ENSDARG00000100574,ENSG00000242065,ortholog_many2many,0,70,72
ENSDARG00000100574,ENSG00000242657,ortholog_many2many,0,72,69
ENSDARG00000100574,ENSG00000265327,ortholog_many2many,0,70,69
ENSDARG00000100574,ENSG00000244326,ortholog_many2many,0,72,72
ENSDARG00000100574,ENSG00000243398,ortholog_many2many,0,64,71
ENSDARG00000100574,ENSG00000266467,ortholog_many2many,0,76,75
ENSDARG00000100574,ENSG00000242560,ortholog_many2many,0,74,74
ENSDARG00000100574,ENSG00000276782,ortholog_many2many,0,63,66
ENSDARG00000100574,ENSG00000242565,ortholog_many2many,0,68,68
ENSDARG00000100574,ENSG00000240502,ortholog_many2many,0,70,72
ENSDARG00000100574,ENSG00000244197,ortholog_many2many,0,68,66
ENSDARG00000100574,ENSG00000264293,ortholog_many2many,0,70,71
ENSDARG00000100574,ENSG00000263426,ortholog_many2many,0,71,71
ENSDARG00000100574,ENSG00000265885,ortholog_many2many,0,74,73
ENSDARG00000011777,ENSG00000085733,ortholog_one2one,1,62,52
ENSDARG00000037473,ENSG00000105369,ortholog_one2one,1,32,30
ENSDARG00000098074,ENSG00000103671,ortholog_one2one,0,59,57
ENSDARG00000101099,ENSG00000263529,ortholog_many2many,0,66,55
ENSDARG00000101099,ENSG00000276359,ortholog_many2many,0,60,53
ENSDARG00000101099,ENSG00000242065,ortholog_many2many,0,61,53
ENSDARG00000101099,ENSG00000242657,ortholog_many2many,0,62,50
ENSDARG00000101099,ENSG00000265327,ortholog_many2many,0,61,51
ENSDARG00000101099,ENSG00000244326,ortholog_many2many,0,64,54
ENSDARG00000101099,ENSG00000243398,ortholog_many2many,0,60,56
ENSDARG00000101099,ENSG00000266467,ortholog_many2many,0,66,55
ENSDARG00000101099,ENSG00000242560,ortholog_many2many,0,66,56
ENSDARG00000101099,ENSG00000276782,ortholog_many2many,0,59,52
ENSDARG00000101099,ENSG00000242565,ortholog_many2many,0,62,52
ENSDARG00000101099,ENSG00000240502,ortholog_many2many,0,60,53
ENSDARG00000101099,ENSG00000244197,ortholog_many2many,0,59,48
ENSDARG00000101099,ENSG00000264293,ortholog_many2many,0,62,53
ENSDARG00000101099,ENSG00000263426,ortholog_many2many,0,62,52
ENSDARG00000101099,ENSG00000265885,ortholog_many2many,0,64,53
ENSDARG00000086268,ENSG00000146378,ortholog_one2many,1,43,42
ENSDARG00000098617,ENSG00000263529,ortholog_many2many,0,75,74
ENSDARG00000098617,ENSG00000276359,ortholog_many2many,0,67,70
ENSDARG00000098617,ENSG00000242065,ortholog_many2many,0,70,72
ENSDARG00000098617,ENSG00000242657,ortholog_many2many,0,71,68
ENSDARG00000098617,ENSG00000265327,ortholog_many2many,0,70,70
ENSDARG00000098617,ENSG00000244326,ortholog_many2many,0,72,71
ENSDARG00000098617,ENSG00000243398,ortholog_many2many,0,64,71
ENSDARG00000098617,ENSG00000266467,ortholog_many2many,0,75,74
ENSDARG00000098617,ENSG00000242560,ortholog_many2many,0,74,74
ENSDARG00000098617,ENSG00000276782,ortholog_many2many,0,63,66
ENSDARG00000098617,ENSG00000242565,ortholog_many2many,0,69,68
ENSDARG00000098617,ENSG00000240502,ortholog_many2many,0,68,70
ENSDARG00000098617,ENSG00000244197,ortholog_many2many,0,68,65
ENSDARG00000098617,ENSG00000264293,ortholog_many2many,0,69,70
ENSDARG00000098617,ENSG00000263426,ortholog_many2many,0,70,70
ENSDARG00000098617,ENSG00000265885,ortholog_many2many,0,73,72
ENSDARG00000098579,ENSG00000263529,ortholog_many2many,0,75,74
ENSDARG00000098579,ENSG00000276359,ortholog_many2many,0,67,70
ENSDARG00000098579,ENSG00000242065,ortholog_many2many,0,69,71
ENSDARG00000098579,ENSG00000242657,ortholog_many2many,0,72,70
ENSDARG00000098579,ENSG00000265327,ortholog_many2many,0,71,70
ENSDARG00000098579,ENSG00000244326,ortholog_many2many,0,73,72
ENSDARG00000098579,ENSG00000243398,ortholog_many2many,0,65,72
ENSDARG00000098579,ENSG00000266467,ortholog_many2many,0,75,75
ENSDARG00000098579,ENSG00000242560,ortholog_many2many,0,75,75
ENSDARG00000098579,ENSG00000276782,ortholog_many2many,0,64,66
ENSDARG00000098579,ENSG00000242565,ortholog_many2many,0,68,68
ENSDARG00000098579,ENSG00000240502,ortholog_many2many,0,70,72
ENSDARG00000098579,ENSG00000244197,ortholog_many2many,0,67,65
ENSDARG00000098579,ENSG00000264293,ortholog_many2many,0,69,70
ENSDARG00000098579,ENSG00000263426,ortholog_many2many,0,70,70
ENSDARG00000098579,ENSG00000265885,ortholog_many2many,0,74,73
ENSDARG00000025518,ENSG00000274791,ortholog_one2many,0,61,52
ENSDARG00000025518,ENSG00000277150,ortholog_one2many,0,61,52
ENSDARG00000025518,ENSG00000277203,ortholog_one2many,0,61,52
ENSDARG00000104123,ENSG00000263529,ortholog_many2many,0,75,74
ENSDARG00000104123,ENSG00000276359,ortholog_many2many,0,67,70
ENSDARG00000104123,ENSG00000242065,ortholog_many2many,0,71,73
ENSDARG00000104123,ENSG00000242657,ortholog_many2many,0,72,69
ENSDARG00000104123,ENSG00000265327,ortholog_many2many,0,71,70
ENSDARG00000104123,ENSG00000244326,ortholog_many2many,0,72,72
ENSDARG00000104123,ENSG00000243398,ortholog_many2many,0,64,71
ENSDARG00000104123,ENSG00000266467,ortholog_many2many,0,75,74
ENSDARG00000104123,ENSG00000242560,ortholog_many2many,0,73,73
ENSDARG00000104123,ENSG00000276782,ortholog_many2many,0,64,66
ENSDARG00000104123,ENSG00000242565,ortholog_many2many,0,68,68
ENSDARG00000104123,ENSG00000240502,ortholog_many2many,0,68,71
ENSDARG00000104123,ENSG00000244197,ortholog_many2many,0,68,65
ENSDARG00000104123,ENSG00000264293,ortholog_many2many,0,70,71
ENSDARG00000104123,ENSG00000263426,ortholog_many2many,0,71,70
ENSDARG00000104123,ENSG00000265885,ortholog_many2many,0,73,72
ENSDARG00000041292,,,,,
ENSDARG00000104333,,,,,
ENSDARG00000074120,,,,,
ENSDARG00000082942,,,,,
ENSDARG00000036628,,,,,
ENSDARG00000104025,ENSG00000263529,ortholog_many2many,0,71,68
ENSDARG00000104025,ENSG00000276359,ortholog_many2many,0,66,67
ENSDARG00000104025,ENSG00000242065,ortholog_many2many,0,69,69
ENSDARG00000104025,ENSG00000242657,ortholog_many2many,0,72,67
ENSDARG00000104025,ENSG00000265327,ortholog_many2many,0,69,66
ENSDARG00000104025,ENSG00000244326,ortholog_many2many,0,70,67
ENSDARG00000104025,ENSG00000243398,ortholog_many2many,0,63,68
ENSDARG00000104025,ENSG00000266467,ortholog_many2many,0,73,70
ENSDARG00000104025,ENSG00000242560,ortholog_many2many,0,70,68
ENSDARG00000104025,ENSG00000276782,ortholog_many2many,0,63,64
ENSDARG00000104025,ENSG00000242565,ortholog_many2many,0,66,63
ENSDARG00000104025,ENSG00000240502,ortholog_many2many,0,68,68
ENSDARG00000104025,ENSG00000244197,ortholog_many2many,0,64,59
ENSDARG00000104025,ENSG00000264293,ortholog_many2many,0,66,65
ENSDARG00000104025,ENSG00000263426,ortholog_many2many,0,65,63
ENSDARG00000104025,ENSG00000265885,ortholog_many2many,0,71,68
ENSDARG00000075380,ENSG00000129347,ortholog_one2one,1,50,54
ENSDARG00000097426,,,,,
ENSDARG00000102181,ENSG00000263529,ortholog_many2many,0,74,73
ENSDARG00000102181,ENSG00000276359,ortholog_many2many,0,66,69
ENSDARG00000102181,ENSG00000242065,ortholog_many2many,0,69,71
ENSDARG00000102181,ENSG00000242657,ortholog_many2many,0,70,67
ENSDARG00000102181,ENSG00000265327,ortholog_many2many,0,69,68
ENSDARG00000102181,ENSG00000244326,ortholog_many2many,0,71,70
ENSDARG00000102181,ENSG00000243398,ortholog_many2many,0,62,70
ENSDARG00000102181,ENSG00000266467,ortholog_many2many,0,73,73
ENSDARG00000102181,ENSG00000242560,ortholog_many2many,0,72,72
ENSDARG00000102181,ENSG00000276782,ortholog_many2many,0,62,65
ENSDARG00000102181,ENSG00000242565,ortholog_many2many,0,66,65
ENSDARG00000102181,ENSG00000240502,ortholog_many2many,0,68,70
ENSDARG00000102181,ENSG00000244197,ortholog_many2many,0,67,64
ENSDARG00000102181,ENSG00000264293,ortholog_many2many,0,67,68
ENSDARG00000102181,ENSG00000263426,ortholog_many2many,0,69,68
ENSDARG00000102181,ENSG00000265885,ortholog_many2many,0,72,71
ENSDARG00000003706,,,,,
ENSDARG00000100545,ENSG00000263529,ortholog_many2many,0,74,73
ENSDARG00000100545,ENSG00000276359,ortholog_many2many,0,68,71
ENSDARG00000100545,ENSG00000242065,ortholog_many2many,0,70,72
ENSDARG00000100545,ENSG00000242657,ortholog_many2many,0,73,70
ENSDARG00000100545,ENSG00000265327,ortholog_many2many,0,70,69
ENSDARG00000100545,ENSG00000244326,ortholog_many2many,0,72,72
ENSDARG00000100545,ENSG00000243398,ortholog_many2many,0,63,70
ENSDARG00000100545,ENSG00000266467,ortholog_many2many,0,75,74
ENSDARG00000100545,ENSG00000242560,ortholog_many2many,0,74,74
ENSDARG00000100545,ENSG00000276782,ortholog_many2many,0,65,67
ENSDARG00000100545,ENSG00000242565,ortholog_many2many,0,68,68
ENSDARG00000100545,ENSG00000240502,ortholog_many2many,0,69,71
ENSDARG00000100545,ENSG00000244197,ortholog_many2many,0,68,65
ENSDARG00000100545,ENSG00000264293,ortholog_many2many,0,70,71
ENSDARG00000100545,ENSG00000263426,ortholog_many2many,0,69,69
ENSDARG00000100545,ENSG00000265885,ortholog_many2many,0,73,72
ENSDARG00000003931,ENSG00000133313,ortholog_one2one,1,78,78
ENSDARG00000011934,ENSG00000163754,ortholog_one2many,1,63,59
ENSDARG00000081552,ENSG00000223245,ortholog_one2many,0,44,52
ENSDARG00000095167,,,,,
ENSDARG00000100101,,,,,
ENSDARG00000016994,ENSG00000149136,ortholog_one2many,1,76,75
ENSDARG00000087060,ENSG00000263529,ortholog_many2many,0,68,68
ENSDARG00000087060,ENSG00000276359,ortholog_many2many,0,65,69
ENSDARG00000087060,ENSG00000242065,ortholog_many2many,0,65,67
ENSDARG00000087060,ENSG00000242657,ortholog_many2many,0,67,65
ENSDARG00000087060,ENSG00000265327,ortholog_many2many,0,64,65
ENSDARG00000087060,ENSG00000244326,ortholog_many2many,0,67,67
ENSDARG00000087060,ENSG00000243398,ortholog_many2many,0,60,68
ENSDARG00000087060,ENSG00000266467,ortholog_many2many,0,69,69
ENSDARG00000087060,ENSG00000242560,ortholog_many2many,0,69,70
ENSDARG00000087060,ENSG00000276782,ortholog_many2many,0,59,63
ENSDARG00000087060,ENSG00000242565,ortholog_many2many,0,64,64
ENSDARG00000087060,ENSG00000240502,ortholog_many2many,0,63,66
ENSDARG00000087060,ENSG00000244197,ortholog_many2many,0,62,61
ENSDARG00000087060,ENSG00000264293,ortholog_many2many,0,63,65
ENSDARG00000087060,ENSG00000263426,ortholog_many2many,0,63,64
ENSDARG00000087060,ENSG00000265885,ortholog_many2many,0,67,67
ENSDARG00000089237,,,,,
ENSDARG00000098806,ENSG00000263529,ortholog_many2many,0,74,73
ENSDARG00000098806,ENSG00000276359,ortholog_many2many,0,66,69
ENSDARG00000098806,ENSG00000242065,ortholog_many2many,0,69,71
ENSDARG00000098806,ENSG00000242657,ortholog_many2many,0,70,67
ENSDARG00000098806,ENSG00000265327,ortholog_many2many,0,70,69
ENSDARG00000098806,ENSG00000244326,ortholog_many2many,0,71,70
ENSDARG00000098806,ENSG00000243398,ortholog_many2many,0,63,70
ENSDARG00000098806,ENSG00000266467,ortholog_many2many,0,74,73
ENSDARG00000098806,ENSG00000242560,ortholog_many2many,0,73,73
ENSDARG00000098806,ENSG00000276782,ortholog_many2many,0,64,67
ENSDARG00000098806,ENSG00000242565,ortholog_many2many,0,68,68
ENSDARG00000098806,ENSG00000240502,ortholog_many2many,0,68,71
ENSDARG00000098806,ENSG00000244197,ortholog_many2many,0,66,64
ENSDARG00000098806,ENSG00000264293,ortholog_many2many,0,68,69
ENSDARG00000098806,ENSG00000263426,ortholog_many2many,0,69,69
ENSDARG00000098806,ENSG00000265885,ortholog_many2many,0,72,71
ENSDARG00000076246,ENSG00000143363,ortholog_one2one,1,49,48
ENSDARG00000070473,ENSG00000137817,ortholog_one2many,0,75,77
ENSDARG00000100705,ENSG00000263529,ortholog_many2many,0,74,73
ENSDARG00000100705,ENSG00000276359,ortholog_many2many,0,66,69
ENSDARG00000100705,ENSG00000242065,ortholog_many2many,0,69,71
ENSDARG00000100705,ENSG00000242657,ortholog_many2many,0,70,68
ENSDARG00000100705,ENSG00000265327,ortholog_many2many,0,70,69
ENSDARG00000100705,ENSG00000244326,ortholog_many2many,0,71,70
ENSDARG00000100705,ENSG00000243398,ortholog_many2many,0,63,70
ENSDARG00000100705,ENSG00000266467,ortholog_many2many,0,73,73
ENSDARG00000100705,ENSG00000242560,ortholog_many2many,0,73,73
ENSDARG00000100705,ENSG00000276782,ortholog_many2many,0,63,66
ENSDARG00000100705,ENSG00000242565,ortholog_many2many,0,68,68
ENSDARG00000100705,ENSG00000240502,ortholog_many2many,0,67,70
ENSDARG00000100705,ENSG00000244197,ortholog_many2many,0,67,64
ENSDARG00000100705,ENSG00000264293,ortholog_many2many,0,68,69
ENSDARG00000100705,ENSG00000263426,ortholog_many2many,0,69,69
ENSDARG00000100705,ENSG00000265885,ortholog_many2many,0,72,71
ENSDARG00000089983,ENSG00000027869,ortholog_one2one,1,15,19
ENSDARG00000080181,ENSG00000207635,ortholog_one2many,1,70,52
ENSDARG00000013750,,,,,
ENSDARG00000083946,,,,,
ENSDARG00000105097,ENSG00000263529,ortholog_many2many,0,73,72
ENSDARG00000105097,ENSG00000276359,ortholog_many2many,0,66,69
ENSDARG00000105097,ENSG00000242065,ortholog_many2many,0,68,70
ENSDARG00000105097,ENSG00000242657,ortholog_many2many,0,70,68
ENSDARG00000105097,ENSG00000265327,ortholog_many2many,0,69,69
ENSDARG00000105097,ENSG00000244326,ortholog_many2many,0,70,70
ENSDARG00000105097,ENSG00000243398,ortholog_many2many,0,62,70
ENSDARG00000105097,ENSG00000266467,ortholog_many2many,0,73,73
ENSDARG00000105097,ENSG00000242560,ortholog_many2many,0,72,72
ENSDARG00000105097,ENSG00000276782,ortholog_many2many,0,61,64
ENSDARG00000105097,ENSG00000242565,ortholog_many2many,0,67,67
ENSDARG00000105097,ENSG00000240502,ortholog_many2many,0,67,70
ENSDARG00000105097,ENSG00000244197,ortholog_many2many,0,66,63
ENSDARG00000105097,ENSG00000264293,ortholog_many2many,0,69,70
ENSDARG00000105097,ENSG00000263426,ortholog_many2many,0,69,69
ENSDARG00000105097,ENSG00000265885,ortholog_many2many,0,72,71
ENSDARG00000095006,,,,,
ENSDARG00000098539,ENSG00000263529,ortholog_many2many,0,74,73
ENSDARG00000098539,ENSG00000276359,ortholog_many2many,0,66,69
ENSDARG00000098539,ENSG00000242065,ortholog_many2many,0,69,71
ENSDARG00000098539,ENSG00000242657,ortholog_many2many,0,71,69
ENSDARG00000098539,ENSG00000265327,ortholog_many2many,0,69,69
ENSDARG00000098539,ENSG00000244326,ortholog_many2many,0,72,71
ENSDARG00000098539,ENSG00000243398,ortholog_many2many,0,64,72
ENSDARG00000098539,ENSG00000266467,ortholog_many2many,0,74,73
ENSDARG00000098539,ENSG00000242560,ortholog_many2many,0,73,73
ENSDARG00000098539,ENSG00000276782,ortholog_many2many,0,61,64
ENSDARG00000098539,ENSG00000242565,ortholog_many2many,0,68,67
ENSDARG00000098539,ENSG00000240502,ortholog_many2many,0,68,71
ENSDARG00000098539,ENSG00000244197,ortholog_many2many,0,67,64
ENSDARG00000098539,ENSG00000264293,ortholog_many2many,0,68,69
ENSDARG00000098539,ENSG00000263426,ortholog_many2many,0,69,69
ENSDARG00000098539,ENSG00000265885,ortholog_many2many,0,73,72
ENSDARG00000099203,ENSG00000129244,ortholog_one2many,1,55,56
ENSDARG00000092039,,,,,
ENSDARG00000007753,ENSG00000140848,ortholog_one2one,1,77,79
ENSDARG00000087236,ENSG00000197837,ortholog_one2one,1,100,100
ENSDARG00000104159,ENSG00000263529,ortholog_many2many,0,76,75
ENSDARG00000104159,ENSG00000276359,ortholog_many2many,0,68,71
ENSDARG00000104159,ENSG00000242065,ortholog_many2many,0,70,72
ENSDARG00000104159,ENSG00000242657,ortholog_many2many,0,72,70
ENSDARG00000104159,ENSG00000265327,ortholog_many2many,0,71,70
ENSDARG00000104159,ENSG00000244326,ortholog_many2many,0,73,72
ENSDARG00000104159,ENSG00000243398,ortholog_many2many,0,64,71
ENSDARG00000104159,ENSG00000266467,ortholog_many2many,0,76,75
ENSDARG00000104159,ENSG00000242560,ortholog_many2many,0,74,74
ENSDARG00000104159,ENSG00000276782,ortholog_many2many,0,63,66
ENSDARG00000104159,ENSG00000242565,ortholog_many2many,0,68,68
ENSDARG00000104159,ENSG00000240502,ortholog_many2many,0,69,72
ENSDARG00000104159,ENSG00000244197,ortholog_many2many,0,69,66
ENSDARG00000104159,ENSG00000264293,ortholog_many2many,0,71,72
ENSDARG00000104159,ENSG00000263426,ortholog_many2many,0,72,71
ENSDARG00000104159,ENSG00000265885,ortholog_many2many,0,74,73
ENSDARG00000088466,ENSG00000166479,ortholog_one2many,1,63,13
ENSDARG00000094347,,,,,
ENSDARG00000016630,ENSG00000047410,ortholog_one2many,0,59,58
ENSDARG00000057299,ENSG00000102390,ortholog_one2one,1,61,45
ENSDARG00000054003,ENSG00000172819,ortholog_one2many,0,80,74
ENSDARG00000039225,ENSG00000197969,ortholog_one2one,1,56,57
ENSDARG00000017274,,,,,
ENSDARG00000101345,,,,,
ENSDARG00000003789,ENSG00000170456,ortholog_one2one,0,73,74
ENSDARG00000094790,,,,,
ENSDARG00000027419,ENSG00000128683,ortholog_one2many,0,80,83
ENSDARG00000071325,ENSG00000099625,ortholog_one2one,1,23,45
ENSDARG00000023920,ENSG00000073350,ortholog_one2one,1,66,66
ENSDARG00000100354,,,,,
ENSDARG00000027824,ENSG00000184428,ortholog_one2many,1,65,28
ENSDARG00000084946,,,,,
ENSDARG00000098470,ENSG00000263529,ortholog_many2many,0,74,73
ENSDARG00000098470,ENSG00000276359,ortholog_many2many,0,67,70
ENSDARG00000098470,ENSG00000242065,ortholog_many2many,0,69,71
ENSDARG00000098470,ENSG00000242657,ortholog_many2many,0,71,69
ENSDARG00000098470,ENSG00000265327,ortholog_many2many,0,70,69
ENSDARG00000098470,ENSG00000244326,ortholog_many2many,0,71,70
ENSDARG00000098470,ENSG00000243398,ortholog_many2many,0,63,70
ENSDARG00000098470,ENSG00000266467,ortholog_many2many,0,74,74
ENSDARG00000098470,ENSG00000242560,ortholog_many2many,0,73,73
ENSDARG00000098470,ENSG00000276782,ortholog_many2many,0,62,65
ENSDARG00000098470,ENSG00000242565,ortholog_many2many,0,68,67
ENSDARG00000098470,ENSG00000240502,ortholog_many2many,0,68,70
ENSDARG00000098470,ENSG00000244197,ortholog_many2many,0,67,64
ENSDARG00000098470,ENSG00000264293,ortholog_many2many,0,70,71
ENSDARG00000098470,ENSG00000263426,ortholog_many2many,0,70,69
ENSDARG00000098470,ENSG00000265885,ortholog_many2many,0,73,72
ENSDARG00000056258,ENSG00000004897,ortholog_one2one,1,79,80
ENSDARG00000082878,,,,,
ENSDARG00000038524,ENSG00000145675,ortholog_one2one,1,78,79
ENSDARG00000074307,ENSG00000136237,ortholog_one2many,1,45,53
ENSDARG00000103057,ENSG00000140836,ortholog_one2one,1,64,67
ENSDARG00000100314,ENSG00000263529,ortholog_many2many,0,77,76
ENSDARG00000100314,ENSG00000276359,ortholog_many2many,0,66,69
ENSDARG00000100314,ENSG00000242065,ortholog_many2many,0,70,72
ENSDARG00000100314,ENSG00000242657,ortholog_many2many,0,73,70
ENSDARG00000100314,ENSG00000265327,ortholog_many2many,0,72,72
ENSDARG00000100314,ENSG00000244326,ortholog_many2many,0,72,71
ENSDARG00000100314,ENSG00000243398,ortholog_many2many,0,64,72
ENSDARG00000100314,ENSG00000266467,ortholog_many2many,0,77,76
ENSDARG00000100314,ENSG00000242560,ortholog_many2many,0,75,75
ENSDARG00000100314,ENSG00000276782,ortholog_many2many,0,66,68
ENSDARG00000100314,ENSG00000242565,ortholog_many2many,0,67,67
ENSDARG00000100314,ENSG00000240502,ortholog_many2many,0,70,72
ENSDARG00000100314,ENSG00000244197,ortholog_many2many,0,69,67
ENSDARG00000100314,ENSG00000264293,ortholog_many2many,0,70,71
ENSDARG00000100314,ENSG00000263426,ortholog_many2many,0,69,69
ENSDARG00000100314,ENSG00000265885,ortholog_many2many,0,73,72
ENSDARG00000091207,ENSG00000102539,ortholog_one2one,0,51,41
ENSDARG00000084804,,,,,
ENSDARG00000099215,,,,,
ENSDARG00000104858,ENSG00000139651,ortholog_one2many,1,49,18
ENSDARG00000090552,,,,,
ENSDARG00000079020,ENSG00000005436,ortholog_one2one,1,31,32
ENSDARG00000008292,ENSG00000180574,ortholog_one2many,1,95,95
ENSDARG00000008292,ENSG00000130741,ortholog_one2many,1,96,96
ENSDARG00000094249,,,,,
ENSDARG00000078247,ENSG00000146469,ortholog_one2one,1,50,45
ENSDARG00000099000,,,,,
ENSDARG00000044513,,,,,
ENSDARG00000020258,ENSG00000182944,ortholog_one2many,1,56,53
ENSDARG00000102442,ENSG00000165457,ortholog_one2many,1,53,51
ENSDARG00000102442,ENSG00000110195,ortholog_one2many,1,50,48
ENSDARG00000102442,ENSG00000110203,ortholog_one2many,1,48,48
ENSDARG00000102442,ENSG00000183560,ortholog_one2many,1,40,51
ENSDARG00000102653,ENSG00000263529,ortholog_many2many,0,74,73
ENSDARG00000102653,ENSG00000276359,ortholog_many2many,0,66,69
ENSDARG00000102653,ENSG00000242065,ortholog_many2many,0,69,71
ENSDARG00000102653,ENSG00000242657,ortholog_many2many,0,70,67
ENSDARG00000102653,ENSG00000265327,ortholog_many2many,0,69,69
ENSDARG00000102653,ENSG00000244326,ortholog_many2many,0,71,71
ENSDARG00000102653,ENSG00000243398,ortholog_many2many,0,63,70
ENSDARG00000102653,ENSG00000266467,ortholog_many2many,0,74,73
ENSDARG00000102653,ENSG00000242560,ortholog_many2many,0,73,73
ENSDARG00000102653,ENSG00000276782,ortholog_many2many,0,62,65
ENSDARG00000102653,ENSG00000242565,ortholog_many2many,0,68,68
ENSDARG00000102653,ENSG00000240502,ortholog_many2many,0,67,70
